razao	cliente	bairro	cidade	uf	pre	logradouro	numero	cep	endereco	Latitude	Longitude	Endereco Formatado
Armazém Famalição Ltda	Armazém Famalicão	Aldeia dos Camarás	Camaragibe	PE	Estr	de Aldeia	1195	54783010	Estr. de Aldeia, 1195 - Aldeia dos Camarás, Camaragibe - Camaragibe, Brasil	-8,0090651	-34,9733254	Estrada de Aldeia, 1195, Camaragibe - PE, Brazil
Armazém Zezão Ltda	Armazém Zezão	Centro	Caicó	RN	R	Olegário Vale	368	59300000	R. Olegário Vale, 368 - Centro, Caicó - Caicó, Brasil	-6,4688882	-37,1070629	Rua Olegario Vale, 368, Caicó - RN, 59300-000, Brazil
Arouca Materiais para Construção Ltda EPP	Arouca Mat Constr	Centro	Pouso Alegre	MG	R	João Basilio	452	37550000	R. João Basilio, 452 - Centro, Pouso Alegre - Pouso Alegre, Brasil	-22,2296304	-45,9344696	Rua João Basílio, 452 - Centro, Pouso Alegre - MG, 37550-000, Brazil
Art & Lar Comércio de Mat de Constr Ltda Me	Art & Lar Com Mat Constr Ltda	Espinheiros	Joinville	SC	R	Pref Baltazar Buschle	2520	89228800	R. Pref Baltazar Buschle, 2520 - Espinheiros, Joinville - Joinville, Brasil	-26,2870852	-48,7830833	R. Pref. Baltazar Buschle, 2520 - Espinheiros, Joinville - SC, 89228-800, Brazil
Art Sebas Materiais para Construção Ltda ME	Art Sebas Materiais para Construção	Bonsucesso	Petrópolis	RJ	Estr	União Indústria	9328	25745071	Estr. União Indústria, 9328 - Bonsucesso, Petrópolis - Petrópolis, Brasil	-22,4152059	-43,1393566	Estr. União e Indústria, 8430 - Bonsucesso, Petrópolis - RJ, 25720-113, Brazil
Arte de Construir Mat de Constr Ltda ME	Arte de Constr. Mat Constr Ltda ME	Centro	Três Rios	RJ	R	Manoel Duarte	197	25804020	R. Manoel Duarte, 197 - Centro, Três Rios - Três Rios, Brasil	-22,1179697	-43,2114541	R. Manoel Duarte, 197 - Três Rios, RJ, 25804-020, Brazil
Arte Santos Comércio de Tintas Ltda Me	Arte Santos Comércio de Tintas	Itararé	São Vicente	SP	Av	Presidente Wilson	101	11320001	Av. Presidente Wilson, 101 - Itararé, São Vicente - São Vicente, Brasil	-23,9716242	-46,370548	Av. Presidente Wilson, 101 - Itararé, São Vicente - SP, 11320-001, Brazil
Arte Tintas Com Tintas Ltda	Arte Tintas Com Tintas Ltda	Vl. Brasília	Foz do Iguaçu	PR	Av	Juscelino Kubitschek 	3085	85864000	Av. Juscelino Kubitschek , 3085 - Vl. Brasília, Foz do Iguaçu - Foz do Iguaçu, Brasil	-25,5201917	-54,5859488	Av. Juscelino Kubitscheck, 3085 - Vila Portes, Foz do Iguaçu - PR, Brazil
Artoni Comércio de Materiais Construção Ltda	Artoni Com Mat	Sorocabano	Jaboticabal	SP	Av	Pintos	1256	14871080	Av. Pintos, 1256 - Sorocabano, Jaboticabal - Jaboticabal, Brasil	-21,2626519	-48,3224237	Av. Pintos, 1256 - Centro, Jaboticabal - SP, 14870-120, Brazil
Arturzão Shopping de Material Constr Ltda EPP	Arturzão Shopping Matl Constr Ltda EPP	Botafogo	Rio de Janeiro	RJ	R	São Clemente	151	22260001	R. São Clemente, 151 - Botafogo, Rio de Janeiro - Rio de Janeiro, Brasil	-22,9497388	-43,1871448	R. São Clemente, 151 - Botafogo, Rio de Janeiro - RJ, 22260-001, Brazil
Artus Materiais de Construção Ferragens Ltda	Artus Materiais de Construção Ferragens	Centro	Santo Cristo	RS	R	Padre Augusto	138	98960000	R. Padre Augusto, 138 - Centro, Santo Cristo - Santo Cristo, Brasil	-27,8235399	-54,6626905	R. Padre Augusto, 138, Santo Cristo - RS, 98960-000, Brazil
Asa Branca Santa Cruz Mat Construção Ltda EPP	Asa Branca Sta Cruz Mat Constr Ltda	Santa Cruz	Rio de Janeiro	RJ	Av	Eng. Gastão Rangel	206	21853480	Av. Eng. Gastão Rangel, 206 - Santa Cruz, Rio de Janeiro - Rio de Janeiro, Brasil	-22,928672	-43,679265	Av. Eng. Gastão Rangel, 206 - Santa Cruz, Rio de Janeiro - RJ, 23500-000, Brazil
Assad & Pagotto Ltda Epp	Assad & Pagotto Ltda Epp	Centro	Capivari	SP	R	Fernando de Barros	856	13360000	R. Fernando de Barros, 856 - Centro, Capivari - Capivari, Brasil	-22,9963279	-47,5019707	R. Fernando de Barros, 856 - Centro, Capivari - SP, 13360-000, Brazil
Assoc de Lojistas de Mat p/ Construção G10	Assoc de Lojistas Mat p/ Constr G10	Alpes	Londrina	PR	R	Seimu Oguido	389	86075140	R. Seimu Oguido, 389 - Alpes, Londrina - Londrina, Brasil	-23,2893668	-51,1696947	R. Seimu Oguido, 389 - Alpes, Londrina - PR, Brazil
Associação dos Prop Und Auto Edf Res Pallazo	Associação dos Prop Und Auto Edf Res Pal	Ponta Verde	Maceió	AL	Av	Doutor José Sampaio Luz	520	57035260	Av. Doutor José Sampaio Luz, 520 - Ponta Verde, Maceió - Maceió, Brasil	-9,6602572	-35,7060859	Av. Dr. José Sampaio Luz, 520 - Ponta Verde, Maceió - AL, 57035-260, Brazil
Atacadão Da Cor Ltda EPP	Atacadão da Cor Ltda EPP	Centro	Bragança Paulista	SP	Av	José Gomes da Rocha Leal	1517-1	12900301	Av. José Gomes da Rocha Leal, 1517-1 - Centro, Bragança Paulista - Bragança Paulista, Brasil	-22,9538831	-46,5451924	Av. José Gomes da Rocha Leal, 1517 - Centro, Bragança Paulista - SP, 12900-300, Brazil
Atacadão das Tintas Ltda	Atacadão Das Tintas Ltda	Ipiranga	Belo Horizonte	MG	R	Jacui	3501	31160190	R. Jacui, 3501 - Ipiranga, Belo Horizonte - Belo Horizonte, Brasil	-19,8824566	-43,934009	R. Jacuí, 3501 - Ipiranga, Belo Horizonte - MG, 31160-190, Brazil
Atacadão dos Parafusos Ltda	Atacadão dos Parafusos	Centro	Campina Grande	PB	R	Índios Cariris	20	58101400	R. Índios Cariris, 20 - Centro, Campina Grande - Campina Grande, Brasil	-7,2168714	-35,889702	R. Índios Cariris, 20 - Centro, Campina Grande - PB, 58400-030, Brazil
Atacadão Estrela Construções Ltda ME	Atacadão Estrela Constr	St. dos Funcionários	Iporá	GO	R	Jacinto Moreira	10	76200000	R. Jacinto Moreira, 10 - St. dos Funcionários, Iporá - Iporá, Brasil	-16,433502	-51,114787	Av. 15 de Novembro, 1771 - Setor dos Funcionários, Iporá - GO, 76200-000, Brazil
Atacadão Matos Ltda - ME	Atacadão Matos	Compensa	Manaus	AM	R	Alberto Rangel	151	69035366	R. Alberto Rangel, 151 - Compensa, Manaus - Manaus, Brasil			
Atacado da Construção Ltda	Atacado da Construção	Pina	Recife	PE	Av	Herculano Bandeira	1001	51110131	Av. Herculano Bandeira, 1001 - Pina, Recife - Recife, Brasil	-8,0854687	-34,8888827	Av. Herculano Bandeira, 1001 - Pina, Recife - PE, 51110-131, Brazil
Atacon Comércio de Mats de Construção Ltda	Atacon Comércio de Mats de Construção	Planalto	Juazeiro do Norte	CE	R	Guilherme José Bezerra	604	63010970	R. Guilherme José Bezerra, 604 - Planalto, Juazeiro do Norte - Juazeiro do Norte, Brasil	-7,2452553	-39,3066187	Av. Plácido Aderaldo Castelo, 1646 - Planalto, Juazeiro do Norte - CE, 63040-540, Brazil
Atakarejo Distr de Alimentos e Bebidas Eireli	Atacadão Atakarejo	Calçada	Salvador	BA	R	Elias Nazaré	22	40411000	R. Elias Nazaré, 22 - Calçada, Salvador - Salvador, Brasil	-12,9479983	-38,5006753	R. Elías Nazaré, 22 - Calçada, Salvador - BA, Brazil
Atibaia Shop Casa & Construção Ltda Me	Atibaia Shop	Ponte	Atibaia	SP	Av	São João	1673	12940260	Av. São João, 1673 - Ponte, Atibaia - Atibaia, Brasil	-23,1022135	-46,5550356	Av. São João, 1673 - Ponte, Atibaia - SP, 12940-260, Brazil
Atlanta Materiais para Construção Ltda	Atlanta Materiais para Construção Ltda	Vl.Anastacio	São Paulo	SP	R	Fortunato Ferraz	1267	5093000	R. Fortunato Ferraz, 1267 - Vl.Anastacio, São Paulo - São Paulo, Brasil	-23,5149728	-46,7244874	R. Fortunato Ferraz, 1267 - Vila Anastacio, São Paulo - SP, Brazil
Aurelio Rosa Neto ME	Aurelio Rosa Neto ME	Centro	Coromandel	MG	R	Clesio E Migueleto	454	38550000	R. Clesio E Migueleto, 454 - Centro, Coromandel - Coromandel, Brasil	-18,472209	-47,200763	R. Clésio Eustáquio Migueleto, 454 - Centro, Coromandel - MG, 38550-000, Brazil
Auricelio Brito Cunha EPP	Auricelio Brito Cunha EPP	Fátima	Belém	PA	Tv	14 de Abril	771	66060460	Tv. 14 de Abril, 771 - Fátima, Belém - Belém, Brasil	-1,4464704	-48,4728339	Travessa 14 de Abril, 771 - Fátima, Belém - PA, 66060-460, Brazil
Auro Materiais p/ Construção Ltda EPP	Auro Mat Const	Centro	Alto Alegre	SP	R	Mal Deodoro da Fonseca	71	16310000	R. Mal Deodoro da Fonseca, 71 - Centro, Alto Alegre - Alto Alegre, Brasil	-12,1287211	-61,8539516	R. Deodoro da Fonseca, 71, Alto Alegre dos Parecis - RO, 76952-000, Brazil
Authentiq Incorporadora Construtora Ltda Epp	Authentiq Incorporadora e Constr Ltda	São Braz	Belém	PA	Tv	Tres de Maio	1486	66063388	Tv. Tres de Maio, 1486 - São Braz, Belém - Belém, Brasil	-1,4530928	-48,4741835	Tv. 3 de Maio, 1486 - São Brás, Belém - PA, 66063-388, Brazil
Avenida Materiais para Construção Ltda ME	Avenida Materiais para Construção	Campos Elíseos	Ribeirão Preto	SP	Av	Dr Francisco Junqueira 	217	14080140	Av. Dr Francisco Junqueira , 217 - Campos Elíseos, Ribeirão Preto - Ribeirão Preto, Brasil	-21,1701984	-47,8092613	Av. Dr. Francisco Junqueira, 217 - Campos Elísios, Ribeirão Preto - SP, 14080-140, Brazil
Aventurina Empreendimentos Spe Ltda	Aventurina Empreendimentos Spe	Centro	Aracaju	SE	Av	Ivo do Prado	352	49010050	Av. Ivo do Prado, 352 - Centro, Aracaju - Aracaju, Brasil	-10,917035	-37,047427	Av. Ivo do Prado, 352 - Centro, Aracaju - SE, 49010-050, Brazil
Ayello Comércio de Mat Constr Ltda EPP	Ayello Com Mat Constr Ltda Epp	Cambuci	São Paulo	SP	R	Heitor Peixoto	377	1543000	R. Heitor Peixoto, 377 - Cambuci, São Paulo - São Paulo, Brasil	-23,5749334	-46,6235634	R. Heitor Peixoto, 377 - Cambuci, São Paulo - SP, Brazil
AZ Comércio de Tintas Ltda	A Z Com Tintas Ltda	Campos Elíseos	Ribeirão Preto	SP	Av	Saudade 	175	14080000	Av. Saudade , 175 - Campos Elíseos, Ribeirão Preto - Ribeirão Preto, Brasil	-21,1694419	-47,8079042	Av. Saudade, 175 - Campos Elísios, Ribeirão Preto - SP, 14080-000, Brazil
AZ Comércio de Tintas Ltda	A Z Com Tintas Ltda.	Campos Elíseos	Ribeirão Preto	SP	Av	Dr Francisco Junqueira	683	14085310	Av. Dr Francisco Junqueira, 683 - Campos Elíseos, Ribeirão Preto - Ribeirão Preto, Brasil	-21,1728638	-47,8057157	Av. Dr. Francisco Junqueira, 683 - Campos Elísios, Ribeirão Preto - SP, 14085-310, Brazil
AZ Comércio de Tintas Ltda	A Z Com Tintas Ltda.	Vl. Seixas	Ribeirão Preto	SP	R	Fagundes Varela	47	14020080	R. Fagundes Varela, 47 - Vl. Seixas, Ribeirão Preto - Ribeirão Preto, Brasil	-21,1871522	-47,7988735	R. Fagundes Varela, 47 - Vila Seixas, Ribeirão Preto - SP, 14020-080, Brazil
AZ Comércio de Tintas Ltda	A Z Com Tintas Ltda.	Vl. Chico Júlio	Franca	SP	Av	Chico Julio	3031	14405252	Av. Chico Julio, 3031 - Vl. Chico Júlio, Franca - Franca, Brasil	-20,52438	-47,4110699	Av. Chico Júlio, 3031 - Vila Chico Julio, Franca - SP, 14405-252, Brazil
AZ Comércio de Tintas Ltda	A Z Com Tintas Ltda.	Vl. Alves de Almeida	Jaú	SP	Av	do Café	706	17207561	Av. do Café, 706 - Vl. Alves de Almeida, Jaú - Jaú, Brasil	-22,2829849	-48,5597491	Av. do Café, 706 - Jardim Bela Vista, Jaú - SP, Brazil
B & D Incorp Ltda	B & D Incorp Ltda	Centro	Brusque	SC	Av	Otto Renoux 	450	88350000	Av. Otto Renoux , 450 - Centro, Brusque - Brusque, Brasil	-27,0905476	-48,9123317	Av. Otto Renaux, 450 - São Luiz, Brusque - SC, Brazil
B & T Materiais para Construção Ltda Me	B & T Mat Constr Ltda ME	Vl.Moraes	São Paulo	SP	Av	Do Cursino 	3961	4169000	Av. Do Cursino , 3961 - Vl.Moraes, São Paulo - São Paulo, Brasil	-23,6356196	-46,6146262	Av. do Cursino, 3961 - Vila Moraes, São Paulo - SP, Brazil
B F Com Mat Constr Eireli ME	B F Com Mat Constr Eireli ME	Centro	Cambará	PR	R	Dr Genaro Resende	1091	86390000	R. Dr Genaro Resende, 1091 - Centro, Cambará - Cambará, Brasil	-23,0478253	-50,0643385	Rua Dr. Genaro Resende, 1091, Cambará - PR, 86390-000, Brazil
B Lopes Materiais p/ Construção Eireli EPP	B Lopes Mat Constr	Belém Capela	Francisco Morato	SP	R	das Margaridas	852	7990000	R. das Margaridas, 852 - Belém Capela, Francisco Morato - Francisco Morato, Brasil	-23,2806427	-46,7394098	R. das Margaridas, 852 - Belem Capela, Francisco Morato - SP, 07990-060, Brazil
B M C Materiais para Construção Ltda Me	B M C Mat Constr Ltda ME	Jd. São José	Campinas	SP	R	Daltair Paulino	193	13051144	R. Daltair Paulino, 193 - Jd. São José, Campinas - Campinas, Brasil	-22,9588354	-47,092878	R. Daltair Paulino, 193 - Jardim São José, Campinas - SP, 13051-144, Brazil
B N Salussolia & Salussolia Ltda Me	B N Salussolia & Salussolia Ltda	Praia de Guaratuba	Bertioga	SP	R	Av	Sn	11250000	R. Av, Sn - Praia de Guaratuba, Bertioga - Bertioga, Brasil	-23,7683504	-45,9183062	Bertioga - State of São Paulo, 11250-000, Brazil
B Rodrigues Materiais de Construção Ltda	Casa São Benedito	CIA	Simões Filho	BA	Av	Elmo Serejo Farias	S/N	43700000	Av. Elmo Serejo Farias, S/N - CIA, Simões Filho - Simões Filho, Brasil	-12,7950821	-38,3971364	Avenida Elmo Serejo de Farias, KM 2, S/N - CIA 2, Simões Filho - BA, 43700-000, Brazil
B S Braga Comércio	B S Braga Comercio	Centro	Pedreiras	MA	Av	Rio Branco	198	65725000	Av. Rio Branco, 198 - Centro, Pedreiras - Pedreiras, Brasil	-4,5709251	-44,6033426	Av. Rio Branco, 198, Pedreiras - MA, 65725-000, Brazil
B S Braga Comércio	Dikasa Materiais para Construção	Centro	Pedreiras	MA	Av	Rio Branco	198	65725000	Av. Rio Branco, 198 - Centro, Pedreiras - Pedreiras, Brasil	-4,5709251	-44,6033426	Av. Rio Branco, 198, Pedreiras - MA, 65725-000, Brazil
B S Parque Brasília Mat Construção Ltda EPP	B S Parque Brasília Mat	Sapopemba	São Paulo	SP	Av	Sapopemba	4450	3374000	Av. Sapopemba, 4450 - Sapopemba, São Paulo - São Paulo, Brasil	-23,577922	-46,5470964	Av. Sapopemba, 4450 - Sapopemba, São Paulo - SP, Brazil
Babá Materiais para Construção Ltda	Baba Mat Construção Ltda	Vl. Virgínia	Ribeirão Preto	SP	R	Rangel Pestana 	1288	14030210	R. Rangel Pestana , 1288 - Vl. Virgínia, Ribeirão Preto - Ribeirão Preto, Brasil	-21,1835907	-47,8329722	R. Rangel Pestana, 1288 - Vila Virginia, Ribeirão Preto - SP, 14030-210, Brazil
Baitinga Materiais de Construção Ltda	Casa São Luiz	Centro	Amargosa	BA	Av	Lomanto Junior	417/427	45300000	Av. Lomanto Junior, 417/427 - Centro, Amargosa - Amargosa, Brasil	-13,0333389	-39,6045781	Av. Lomanto Jr, 417, Amargosa - BA, 45300-000, Brazil
Balaroti Com de Materiais de Construção S/A	Balaroti - PR - São José dos Pinhais.	Vl Pamira	São José dos Pinhais	PR	Av	das Torres	2697	83005450	Av. das Torres, 2697 - Vl Pamira, São José dos Pinhais - São José dos Pinhais, Brasil	-25,5174015	-49,1994144	Av. das Torres, 1607 - 1411 - São Cristovao, São José dos Pinhais - PR, 83005-360, Brazil
Balasso Materiais p/ Construção Ltda Me	Balasso Mat Constr	Centro	Itaporã	MS	R	Francisco Leal Queiroz	280 C	79890000	R. Francisco Leal Queiroz, 280 C - Centro, Itaporã - Itaporã, Brasil	-22,0843278	-54,7910574	Rua Francisco Leal de Queiroz, 280 - BNH, Itaporã - MS, 79890-000, Brazil
Balbinot Materiais de Construção Ltda EPP	Balbinot Materiais de Construção	São Sebastião	São Miguel do Oeste	SC	R	Willy Barth	5615	89900000	R. Willy Barth, 5615 - São Sebastião, São Miguel do Oeste - São Miguel do Oeste, Brasil	-26,7156874	-53,5170533	Av. Willy Barth, 5615 - São Sebastiao, São Miguel do Oeste - SC, 89900-000, Brazil
Balugoli Materiais para Construção Ltda ME	Balugoli Mat Constr Ltda Me.	Centro	Sales Oliveira	SP	Av	Mogiana 	741	14660000	Av. Mogiana , 741 - Centro, Sales Oliveira - Sales Oliveira, Brasil	-20,7722184	-47,8402615	Av. Mogiana, 741, Sales Oliveira - SP, 14660-000, Brazil
Bandini & Cia Ltda	Bandini-Rede-SP-Grupo G11	Jd. Ipiranga	Americana	SP	R	Igarata 	55	13468450	R. Igarata , 55 - Jd. Ipiranga, Americana - Americana, Brasil	-22,745221	-47,3549824	R. Igaratá, 55 - Jardim Ipiranga, Americana - SP, 13468-450, Brazil
Baratão da Construção Ltda ME	Baratão da Construção	Centro	Açailândia	MA	Av	Santa Luzia	682	65930000	Av. Santa Luzia, 682 - Centro, Açailândia - Açailândia, Brasil	-4,9564685	-47,4962182	Av. Santa Luzia, 682, Açailândia - MA, 65930-000, Brazil
Baratão da Construção Ltda ME	Baratão da Construção	Juçara	Imperatriz	MA	R	Rio Grande do Norte	550	65900520	R. Rio Grande do Norte, 550 - Juçara, Imperatriz - Imperatriz, Brasil	-5,5232657	-47,4803123	R. Rio Grande do Norte, 550 - Santa Rita, Imperatriz - MA, 65900-520, Brazil
Baratão das Tintas Rondon Ltda ME	Baratao Das Tintas Rondon Ltda	Gonzaga	Santos	SP	Av	Mal Floriano Peixoto	164	11060300	Av. Mal Floriano Peixoto, 164 - Gonzaga, Santos - Santos, Brasil	-23,966695	-46,338388	Av. Mal. Floriano Peixoto, 164 - Gonzaga, Santos - SP, 11060-302, Brazil
Barbinha Materiais para Construção Ltda Me	Barbinha Mat Constr Ltda.	Casa Verde	São Paulo	SP	R	Padre Antonio D´Angelo	130	2516040	R. Padre Antonio D´Angelo, 130 - Casa Verde, São Paulo - São Paulo, Brasil	-23,5091364	-46,6610477	R. Padre Antônio D'Ângelo, 130 - Casa Verde, São Paulo - SP, 02516-040, Brazil
Barbosa Materiais Hidr e Elétricos Ltda Me	Barbosa Mat Hidr Eletr Ltda ME	Ipanema/Jaragua	São Paulo	SP	Av	Alexios Jafet 	1225	5187000	Av. Alexios Jafet , 1225 - Ipanema/Jaragua, São Paulo - São Paulo, Brasil	-23,445585	-46,7484487	Av. Alexios Jafet, 1225 - Jardim Ipanema (Zona Oeste), São Paulo - SP, Brazil
Barkev Materiais para Construções Ltda	Barkev Materiais para Construções Ltda	Centro	Osasco	SP	R	Antônio B Coutinho	135	6013050	R. Antônio B Coutinho, 135 - Centro, Osasco - Osasco, Brasil	-23,530864	-46,7767562	R. Antônio Bernardo Coutinho, 135 - Centro, Osasco - SP, Brazil
Barkev Materiais para Construções Ltda	Barkev Materiais para Construções Ltda	Cid. A. Est. Azevedo	Carapicuíba	SP	Av	Comendador Dante Carraro 	135	6396000	Av. Comendador Dante Carraro , 135 - Cid. A. Est. Azevedo, Carapicuíba - Carapicuíba, Brasil			
Barkev Materiais para Construções Ltda	Barkev Materiais para Construções Ltda	Vl. Quitauna	Osasco	SP	Av	Dos Autonomistas	6161	6194050	Av. Dos Autonomistas, 6161 - Vl. Quitauna, Osasco - Osasco, Brasil	-23,5236129	-46,806061	Av. dos Autonomistas, 6161 - Km 18, Osasco - SP, 06194-050, Brazil
Barkev Materiais para Construções Ltda	Barkev Materiais para Construções Ltda	Vl. Silva Ribeiro	Carapicuíba	SP	Av	Inocêncio Serafico	1717	6380021	Av. Inocêncio Serafico, 1717 - Vl. Silva Ribeiro, Carapicuíba - Carapicuíba, Brasil	-23,5363909	-46,835645	Av. Inocêncio Seráfico, 1717 - Vila Silva Ribeiro, Carapicuíba - SP, 06380-021, Brazil
Barni Acabamento e Mat Constr Ltda	Barni Acab E Mat Constr	Velha	Blumenau	SC	R	Marechal Deodoro 	668	89035090	R. Marechal Deodoro , 668 - Velha, Blumenau - Blumenau, Brasil	-26,9132696	-49,0913132	R. Mal. Deodoro, 668 - Velha, Blumenau - SC, 89035-090, Brazil
Barone Distr Mat p/ Construção Eireli EPP	Barone Distr Mat Constr	Vl.Antonieta	São Paulo	SP	R	Eng Guilherme C  Frender	137	3477000	R. Eng Guilherme C  Frender, 137 - Vl.Antonieta, São Paulo - São Paulo, Brasil	-23,5626517	-46,5183024	R. Eng. Guilherme Cristiano Frender, 137 - Vila Antonieta, São Paulo - SP, Brazil
Barraforte Materiais para Construção Ltda EPP	Barraforte Materiais para Construção	Jd Vista Alegre	Barra do Garças	MT	R	Mato Grosso 	1166	78600000	R. Mato Grosso , 1166 - Jd Vista Alegre, Barra do Garças - Barra do Garças, Brasil			
Barreto & Farias Mat p/ Construção Ltda Me	Barreto & Farias Mat p/ Constr Ltda ME	Vl. Pestana	Osasco	SP	R	Serafim M dos Reis	18/935	6170210	R. Serafim M dos Reis, 18/935 - Vl. Pestana, Osasco - Osasco, Brasil			
Barreto & Santos Ltda EPP	Barreto & Santos Ltda	Getúlio Vargas	Bagé	RS	Av	Santa Tecla	1110	96412000	Av. Santa Tecla, 1110 - Getúlio Vargas, Bagé - Bagé, Brasil	-31,3124232	-54,0903464	Av. Santa Tecla, 1110 - Getúlio Vargas, Bagé - RS, Brazil
Barriga Verde Importação e Exportação Ltda	Barriga Verde Importação e Exportação	Jd de Alah	Rio Branco	AC	Av	Nova Avenida Ceara	1397	69915526	Av. Nova Avenida Ceara, 1397 - Jd de Alah, Rio Branco - Rio Branco, Brasil			
Barros & Almeida Ltda ME	Barros & Almeida Ltda ME	São João	Araguaína	TO	R	Primeiro de Janeiro	2248	77803140	R. Primeiro de Janeiro, 2248 - São João, Araguaína - Araguaína, Brasil	-7,195173	-48,200828	Av. 1º de Janeiro, 2248 - São João, Araguaína - TO, 77803-140, Brazil
Barros Casa Materiais de Construção Ltda EPP	Barros Casa Construção e Acab	Centro	Cornélio Procópio	PR	Av	Getúlio Vargas	265	86300000	Av. Getúlio Vargas, 265 - Centro, Cornélio Procópio - Cornélio Procópio, Brasil	-23,1883389	-50,6444838	Av. Getúlio Vargas, 265, Cornélio Procópio - PR, 86300-000, Brazil
Barroso Comércio e Representações Ltda ME	Barroso Com	Vl.Santo Antonio	Rio Verde	GO	R	25	55	75906380	R. 25, 55 - Vl.Santo Antonio, Rio Verde - Rio Verde, Brasil	-17,8010753	-50,9243711	R. Nizo Jaime de Gusmão, 760 - Maristela, Rio Verde - GO, 75906-350, Brazil
Basei & Basei Ltda	Basei & Basei Ltda	Centro	Sapezal	MT	Av	Dourado 	550	78365000	Av. Dourado , 550 - Centro, Sapezal - Sapezal, Brasil	-13,5425735	-58,8145893	Av. Dourado, 550, Sapezal - MT, 78365-000, Brazil
Basfer Com Materiais p/ Construção Ltda ME	Basfer Comercio de Mat  p/ Constr Ltda	Jd Laranjeira	Bastos	SP	R	D Pedro I	591	17690000	R. D Pedro I, 591 - Jd Laranjeira, Bastos - Bastos, Brasil			
Basical Materiais p/ Construção Ltda	Basical Mat	Vl.Nova	Araçatuba	SP	R	Aguapei	1282	16058703	R. Aguapei, 1282 - Vl.Nova, Araçatuba - Araçatuba, Brasil	-21,2099748	-50,4572011	R. Aguapeí, 1282 - Vila Carvalho, Araçatuba - SP, 16025-000, Brazil
Básico Materiais p/ Construção Ltda ME	Básico Mat Constr	Paraisopolis	São Paulo	SP	R	Ernest Renam	1001	5659020	R. Ernest Renam, 1001 - Paraisopolis, São Paulo - São Paulo, Brasil	-23,6140149	-46,7241539	Rua Ernest Renan, 1001 - Paraisópolis, São Paulo - SP, 05659-020, Brazil
Basicon Materiais para Construção Ltda Me	Basicon Mat Construção Ltda Me	Granja Viana II	Cotia	SP	Av	José Giorgi	960	6707100	Av. José Giorgi, 960 - Granja Viana II, Cotia - Cotia, Brasil	-23,5903848	-46,8681092	Av. José Giorgi, 960 - São Paulo II, Cotia - SP, Brazil
